GET,http://localhost:8080/tienda1/index.jsp,,normal
GET,http://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=Queso+Manchego&precio=85&cantidad=61&B1=A%F1adir+al+carrito,,normal
POST,http://localhost:8080/tienda1/publico/anadir.jsp,id=3&nombre=Queso+Manchego&precio=85&cantidad=61&B1=A%F1adir+al+carrito,normal
GET,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=onofredo&pwd=dome%F1able&remember=off&B1=Entrar,,normal
POST,http://localhost:8080/tienda1/publico/autenticar.jsp,modo=entrar&login=onofredo&pwd=dome%F1able&remember=off&B1=Entrar,normal
GET,http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,,normal
POST,http://localhost:8080/tienda1/publico/caracteristicas.jsp,id=2,normal
GET,http://localhost:8080/tienda1/publico/carrito.jsp,,normal
GET,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas,,normal
POST,http://localhost:8080/tienda1/publico/entrar.jsp,errorMsg=Credenciales+incorrectas,normal
GET,http://localhost:8080/tienda1/publico/miembros.jsp,,normal
GET,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2864&B1=Pasar+por+caja,,normal
POST,http://localhost:8080/tienda1/publico/pagar.jsp,modo=insertar&precio=2864&B1=Pasar+por+caja,normal
GET,http://localhost:8080/tienda1/publico/productos.jsp,,normal
GET,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=babar4&password=cornisamen%21to&nombre=Ginette&apellidos=Tanquia+Jepus&email=miller_fiore9%40olvidalo.sy&dni=17652259N&direccion=Calle+Segismundo+Moret+93+1%3FA&ciudad=Beneixama&cp=50297&provincia=Teruel&ntc=0614375180233873&B1=Registrar,,normal
POST,http://localhost:8080/tienda1/publico/registro.jsp,modo=registro&login=babar4&password=cornisamen%21to&nombre=Ginette&apellidos=Tanquia+Jepus&email=miller_fiore9%40olvidalo.sy&dni=17652259N&direccion=Calle+Segismundo+Moret+93+1%3FA&ciudad=Beneixama&cp=50297&provincia=Teruel&ntc=0614375180233873&B1=Registrar,normal
GET,http://localhost:8080/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito,,normal
POST,http://localhost:8080/tienda1/publico/vaciar.jsp,B2=Vaciar+carrito,normal
GET,http://localhost:8080/tienda1/global/creditos.jsp,,normal
GET,http://localhost:8080/tienda1/global/menum.jsp,,normal
GET,http://localhost:8080/tienda1/global/titulo.jsp,,normal
GET,http://localhost:8080/tienda1/global/estilos.css,,normal
GET,http://localhost:8080/tienda1/miembros/imagenes/castro.jpg,,normal
GET,http://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,,normal
GET,http://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,,normal
GET,http://localhost:8080/tienda1/miembros/index.jsp,,normal
GET,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=racette&password=j804n86O&nombre=Gino&apellidos=Puy&email=borgeaud%40enmenorca.com.om&dni=52984297W&direccion=Jabeque%2C+86%2C+&ciudad=Relleu&cp=45810&provincia=%C1vila&ntc=9280522239849881&B1=Registrar,,normal
POST,http://localhost:8080/tienda1/miembros/editar.jsp,modo=registro&login=racette&password=j804n86O&nombre=Gino&apellidos=Puy&email=borgeaud%40enmenorca.com.om&dni=52984297W&direccion=Jabeque%2C+86%2C+&ciudad=Relleu&cp=45810&provincia=%C1vila&ntc=9280522239849881&B1=Registrar,normal
GET,http://localhost:8080/tienda1/miembros/fotos.jsp,,normal
GET,http://localhost:8080/tienda1/miembros/salir.jsp,,normal
GET,http://localhost:8080/tienda1/imagenes/1.gif,,normal
GET,http://localhost:8080/tienda1/imagenes/2.gif,,normal
GET,http://localhost:8080/tienda1/imagenes/3.gif,,normal
GET,http://localhost:8080/tienda1/imagenes/cmenbul.gif,,normal
GET,http://localhost:8080/tienda1/imagenes/logo.gif,,normal
GET,http://localhost:8080/tienda1/imagenes/nuestratierra.jpg,,normal
GET,http://localhost:8080/tienda1/index.jsp,,normal
GET,http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=Vino+Rioja&precio=100&cantidad=48&B1=A%F1adir+al+carrito,,normal
POST,http://localhost:8080/tienda1/publico/anadir.jsp,id=2&nombre=Vino+Rioja&precio=100&cantidad=48&B1=A%F1adir+al+carrito,normal
GET,http://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=tetreaul7&pwd=eSPavOrida&remember=off&B1=Entrar,,normal
POST,http://localhost:8080/tienda1/publico/autenticar.jsp,modo=entrar&login=tetreaul7&pwd=eSPavOrida&remember=off&B1=Entrar,normal
GET,http://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,,normal
POST,http://localhost:8080/tienda1/publico/caracteristicas.jsp,id=1,normal
GET,http://localhost:8080/tienda1/publico/carrito.jsp,,normal
GET,http://localhost:8080/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas,,normal
